Store_no.,Date,Temperature,Fuel_Price,CPI,Unemployment_Ind,Holiday_ind
8,18-02-2017,50.64,3.045,216.6310383,6.262,0
8,25-02-2017,51.29,3.065,216.9247918,6.262,0
8,04-03-2017,53.18,3.288,217.2185454,6.262,0
8,11-03-2017,49.14,3.459,217.512299,6.262,0
8,18-03-2017,56.68,3.488,217.7705442,6.262,0
8,25-03-2017,59.74,3.473,218.0145862,6.262,0
8,01-04-2017,49.86,3.524,218.2586281,6.297,0
8,08-04-2017,65.62,3.622,218.50267,6.297,0
8,15-04-2017,63.55,3.743,218.7262524,6.297,0
8,22-04-2017,65.11,3.807,218.8986857,6.297,0
8,29-04-2017,62.29,3.81,219.071119,6.297,0
8,06-05-2017,58.92,3.906,219.2435524,6.297,0
8,13-05-2017,72.96,3.899,219.4159857,6.297,0
8,20-05-2017,65.54,3.907,219.1746922,6.297,0
8,27-05-2017,73.14,3.786,218.9333986,6.297,0
8,03-06-2017,82.05,3.699,218.6921051,6.297,0
8,10-06-2017,82.21,3.648,218.4508115,6.297,0
8,17-06-2017,84.73,3.637,218.4021448,6.297,0
8,24-06-2017,83.94,3.594,218.4979481,6.297,0
8,01-07-2017,87.26,3.524,218.5937514,6.425,0
8,08-07-2017,83.57,3.48,218.6895548,6.425,0
8,15-07-2017,84.26,3.575,218.7746217,6.425,0
8,22-07-2017,85.46,3.651,218.8328475,6.425,0
8,29-07-2017,86.46,3.682,218.8910733,6.425,0
8,05-08-2017,85.15,3.684,218.9492991,6.425,0
8,12-08-2017,86.05,3.638,219.0075249,6.425,0
8,19-08-2017,82.92,3.554,219.0701968,6.425,0
8,26-08-2017,84.69,3.523,219.1336097,6.425,0
8,02-09-2017,84.77,3.533,219.1970226,6.425,0
8,09-09-2017,69.01,3.546,219.2604355,6.425,1
8,16-09-2017,69.09,3.526,219.4442443,6.425,0
8,23-09-2017,68.72,3.467,219.788581,6.425,0
8,30-09-2017,72.2,3.355,220.1329176,6.425,0
8,07-10-2017,67.61,3.285,220.4772543,6.123,0
8,14-10-2017,61.74,3.274,220.7960935,6.123,0
8,21-10-2017,59.97,3.353,220.9619484,6.123,0
8,28-10-2017,56.86,3.372,221.1278032,6.123,0
8,04-11-2017,49.68,3.332,221.2936581,6.123,0
8,11-11-2017,50.56,3.297,221.4595129,6.123,0
8,18-11-2017,51.72,3.308,221.6911738,6.123,0
8,25-11-2017,49.61,3.236,221.9491571,6.123,1
8,02-12-2017,40.82,3.172,222.2071405,6.123,0
8,09-12-2017,30.51,3.158,222.4651238,6.123,0
8,16-12-2017,39.79,3.159,222.6910959,6.123,0
8,23-12-2017,38.16,3.112,222.8743862,6.123,0
8,30-12-2017,36.33,3.129,223.0576765,6.123,1
8,06-01-2018,43.47,3.157,223.2409668,5.825,0
8,13-01-2018,36.46,3.261,223.4242571,5.825,0
8,20-01-2018,46.81,3.268,223.5188055,5.825,0
8,27-01-2018,45.52,3.29,223.6133539,5.825,0
8,03-02-2018,45.56,3.36,223.7079023,5.825,0
8,10-02-2018,35.71,3.409,223.8024507,5.825,1
8,17-02-2018,37.51,3.51,223.9658621,5.825,0
8,24-02-2018,46.33,3.555,224.1809207,5.825,0
8,02-03-2018,50.95,3.63,224.3959793,5.825,0
8,09-03-2018,49.59,3.669,224.6110379,5.825,0
8,16-03-2018,56.63,3.734,224.7657327,5.825,0
8,23-03-2018,52.9,3.787,224.8399424,5.825,0
8,30-03-2018,66.69,3.845,224.9141521,5.825,0
8,06-04-2018,62.18,3.891,224.9883618,5.679,0
8,13-04-2018,65.19,3.891,225.0625714,5.679,0
8,20-04-2018,63.59,3.877,225.1179914,5.679,0
8,27-04-2018,70.34,3.814,225.1734114,5.679,0
8,04-05-2018,73.96,3.749,225.2288314,5.679,0
8,11-05-2018,64.96,3.688,225.2842514,5.679,0
8,18-05-2018,64.16,3.63,225.3002908,5.679,0
8,25-05-2018,76.11,3.561,225.3005779,5.679,0
8,01-06-2018,78.31,3.501,225.300865,5.679,0
8,08-06-2018,74.28,3.452,225.3011521,5.679,0
8,15-06-2018,77.14,3.393,225.3134743,5.679,0
8,22-06-2018,78.85,3.346,225.3558843,5.679,0
8,29-06-2018,84.47,3.286,225.3982943,5.679,0
8,06-07-2018,81.24,3.227,225.4407043,5.401,0
8,13-07-2018,78.46,3.256,225.4831143,5.401,0
8,20-07-2018,79.94,3.311,225.4930078,5.401,0
8,27-07-2018,81.71,3.407,225.5029014,5.401,0
8,03-08-2018,85.06,3.417,225.5127949,5.401,0
8,10-08-2018,83.74,3.494,225.5226885,5.401,0
8,17-08-2018,81.21,3.571,225.6050797,5.401,0
8,24-08-2018,73.77,3.62,225.7418442,5.401,0
8,31-08-2018,75.33,3.638,225.8786088,5.401,0
8,07-09-2018,80.87,3.73,226.0153733,5.401,1
8,14-09-2018,67.21,3.717,226.1615981,5.401,0
8,21-09-2018,66.96,3.721,226.3645848,5.401,0
8,28-09-2018,71.1,3.666,226.5675714,5.401,0
8,05-10-2018,61.41,3.617,226.7705581,5.124,0
8,12-10-2018,55.03,3.601,226.9735448,5.124,0
8,19-10-2018,62.99,3.594,227.0184166,5.124,0
8,26-10-2018,64.74,3.506,227.0369359,5.124,0
9,05-02-2016,38.01,2.572,214.6554591,6.415,0
9,12-02-2016,37.08,2.548,214.8056534,6.415,1
9,19-02-2016,43.06,2.514,214.8506185,6.415,0
9,26-02-2016,43.83,2.561,214.8780453,6.415,0
9,05-03-2016,48.43,2.625,214.9054721,6.415,0
9,12-03-2016,55.76,2.667,214.932899,6.415,0
9,19-03-2016,53.15,2.72,214.7597274,6.415,0
9,26-03-2016,51.8,2.732,214.5531227,6.415,0
9,02-04-2016,65.21,2.719,214.3465181,6.384,0
9,09-04-2016,64.95,2.77,214.1399135,6.384,0
9,16-04-2016,66.09,2.808,214.0001817,6.384,0
9,23-04-2016,61.26,2.795,213.9496138,6.384,0
9,30-04-2016,66.07,2.78,213.8990459,6.384,0
9,07-05-2016,68.58,2.835,213.848478,6.384,0
9,14-05-2016,70.53,2.854,213.8469819,6.384,0
9,21-05-2016,71.5,2.826,214.1399162,6.384,0
9,28-05-2016,77.12,2.759,214.4328505,6.384,0
9,04-06-2016,79.65,2.705,214.7257848,6.384,0
9,11-06-2016,83.75,2.668,215.0187191,6.384,0
9,18-06-2016,82.99,2.637,215.0166484,6.384,0
9,25-06-2016,85.02,2.653,214.8965756,6.384,0
9,02-07-2016,78.55,2.669,214.7765028,6.442,0
9,09-07-2016,78.51,2.642,214.6564301,6.442,0
9,16-07-2016,82.93,2.623,214.6474453,6.442,0
9,23-07-2016,84.49,2.608,214.7865779,6.442,0
9,30-07-2016,79.83,2.64,214.9257105,6.442,0
9,06-08-2016,87.09,2.627,215.064843,6.442,0
9,13-08-2016,86.85,2.692,215.2039756,6.442,0
9,20-08-2016,86.3,2.664,215.1619646,6.442,0
9,27-08-2016,84.01,2.619,215.1199536,6.442,0
9,03-09-2016,82.47,2.577,215.0779426,6.442,0
9,10-09-2016,77.7,2.565,215.0359315,6.442,1
9,17-09-2016,81.19,2.582,215.0615285,6.442,0
9,24-09-2016,77.15,2.624,215.1378313,6.442,0
9,01-10-2016,69.08,2.603,215.2141341,6.56,0
9,08-10-2016,65.35,2.633,215.290437,6.56,0
9,15-10-2016,67.36,2.72,215.3589917,6.56,0
9,22-10-2016,69.99,2.725,215.4081762,6.56,0
9,29-10-2016,64.43,2.716,215.4573607,6.56,0
9,05-11-2016,58.69,2.689,215.5065452,6.56,0
9,12-11-2016,61.59,2.728,215.5557297,6.56,0
9,19-11-2016,49.96,2.771,215.4372854,6.56,0
9,26-11-2016,60.18,2.735,215.2909028,6.56,1
9,03-12-2016,49.89,2.708,215.1445203,6.56,0
9,10-12-2016,46.1,2.843,214.9981378,6.56,0
9,17-12-2016,49.7,2.869,214.9334937,6.56,0
9,24-12-2016,50.93,2.886,214.9301534,6.56,0
9,31-12-2016,45.92,2.943,214.9268131,6.56,1
9,07-01-2017,41.82,2.976,214.9234729,6.416,0
9,14-01-2017,36.43,2.983,214.9749587,6.416,0
9,21-01-2017,44.72,3.016,215.3554013,6.416,0
9,28-01-2017,43.9,3.01,215.7358438,6.416,0
9,04-02-2017,31.82,2.989,216.1162864,6.416,0
9,11-02-2017,34.13,3.022,216.496729,6.416,1
9,18-02-2017,58.5,3.045,216.8154856,6.416,0
9,25-02-2017,59.01,3.065,217.1095679,6.416,0
9,04-03-2017,60.67,3.288,217.4036503,6.416,0
9,11-03-2017,54.75,3.459,217.6977326,6.416,0
9,18-03-2017,63.82,3.488,217.9563371,6.416,0
9,25-03-2017,68.79,3.473,218.2007506,6.416,0
9,01-04-2017,56.12,3.524,218.445164,6.38,0
9,08-04-2017,71.4,3.622,218.6895775,6.38,0
9,15-04-2017,71.9,3.743,218.9134935,6.38,0
9,22-04-2017,72.35,3.807,219.0861659,6.38,0
9,29-04-2017,70.85,3.81,219.2588382,6.38,0
9,06-05-2017,62.2,3.906,219.4315106,6.38,0
9,13-05-2017,77.66,3.899,219.6041829,6.38,0
9,20-05-2017,70.49,3.907,219.3622809,6.38,0
9,27-05-2017,80.42,3.786,219.1203788,6.38,0
9,03-06-2017,85.8,3.699,218.8784768,6.38,0
9,10-06-2017,85.81,3.648,218.6365747,6.38,0
9,17-06-2017,89.15,3.637,218.5877333,6.38,0
9,24-06-2017,86.74,3.594,218.6836874,6.38,0
9,01-07-2017,89.14,3.524,218.7796415,6.404,0
9,08-07-2017,89.04,3.48,218.8755955,6.404,0
9,15-07-2017,90.45,3.575,218.9607242,6.404,0
9,22-07-2017,89.08,3.651,219.0187895,6.404,0
9,29-07-2017,91.1,3.682,219.0768548,6.404,0
9,05-08-2017,91.52,3.684,219.1349201,6.404,0
9,12-08-2017,91.63,3.638,219.1929854,6.404,0
9,19-08-2017,85.8,3.554,219.2556109,6.404,0
9,26-08-2017,88.95,3.523,219.3189965,6.404,0
9,02-09-2017,89.33,3.533,219.382382,6.404,0
9,09-09-2017,75.65,3.546,219.4457675,6.404,1
9,16-09-2017,77.95,3.526,219.6297841,6.404,0
9,23-09-2017,74.42,3.467,219.9746423,6.404,0
9,30-09-2017,78.45,3.355,220.3195004,6.404,0
9,07-10-2017,72.62,3.285,220.6643585,6.054,0
9,14-10-2017,67.27,3.274,220.9836849,6.054,0
9,21-10-2017,65.46,3.353,221.1498206,6.054,0
9,28-10-2017,63.96,3.372,221.3159563,6.054,0
9,04-11-2017,54.46,3.332,221.4820921,6.054,0
9,11-11-2017,58.28,3.297,221.6482278,6.054,0
9,18-11-2017,58.8,3.308,221.8803923,6.054,0
9,25-11-2017,54.32,3.236,222.1389683,6.054,1
9,02-12-2017,46.84,3.172,222.3975443,6.054,0
9,09-12-2017,37.65,3.158,222.6561203,6.054,0
9,16-12-2017,47.31,3.159,222.8825484,6.054,0
9,23-12-2017,44.43,3.112,223.0661125,6.054,0
9,30-12-2017,43.41,3.129,223.2496766,6.054,1
9,06-01-2018,47.54,3.157,223.4332408,5.667,0
9,13-01-2018,42.44,3.261,223.6168049,5.667,0
9,20-01-2018,51.56,3.268,223.7114288,5.667,0
9,27-01-2018,49.38,3.29,223.8060527,5.667,0
9,03-02-2018,54.43,3.36,223.9006766,5.667,0
9,10-02-2018,44.03,3.409,223.9953006,5.667,1
9,17-02-2018,43.81,3.51,224.1588663,5.667,0
9,24-02-2018,53.67,3.555,224.3741384,5.667,0
9,02-03-2018,57.2,3.63,224.5894104,5.667,0
9,09-03-2018,54.03,3.669,224.8046825,5.667,0
9,16-03-2018,59.94,3.734,224.9594902,5.667,0
9,23-03-2018,58.79,3.787,225.0336786,5.667,0
9,30-03-2018,67.87,3.845,225.107867,5.667,0
9,06-04-2018,68.83,3.891,225.1820555,5.539,0
9,13-04-2018,69.19,3.891,225.2562439,5.539,0
9,20-04-2018,68.04,3.877,225.3117488,5.539,0
9,27-04-2018,73.07,3.814,225.3672537,5.539,0
9,04-05-2018,78.98,3.749,225.4227585,5.539,0
9,11-05-2018,70.94,3.688,225.4782634,5.539,0
9,18-05-2018,69.52,3.63,225.4942498,5.539,0
9,25-05-2018,79.69,3.561,225.4944288,5.539,0
9,01-06-2018,80.26,3.501,225.4946078,5.539,0
9,08-06-2018,78.91,3.452,225.4947868,5.539,0
9,15-06-2018,82.21,3.393,225.5070634,5.539,0
9,22-06-2018,81.05,3.346,225.5495841,5.539,0
9,29-06-2018,87.18,3.286,225.5921049,5.539,0
9,06-07-2018,84.15,3.227,225.6346256,5.277,0
9,13-07-2018,82.39,3.256,225.6771463,5.277,0
9,20-07-2018,83.39,3.311,225.6871121,5.277,0
9,27-07-2018,86.41,3.407,225.6970779,5.277,0
9,03-08-2018,90.23,3.417,225.7070437,5.277,0
9,10-08-2018,88.66,3.494,225.7170094,5.277,0
9,17-08-2018,86.37,3.571,225.7995323,5.277,0
9,24-08-2018,77.9,3.62,225.9364729,5.277,0
9,31-08-2018,80.71,3.638,226.0734135,5.277,0
9,07-09-2018,87.93,3.73,226.2103541,5.277,1
9,14-09-2018,73.55,3.717,226.3567545,5.277,0
9,21-09-2018,69.92,3.721,226.5599138,5.277,0
9,28-09-2018,76.8,3.666,226.7630732,5.277,0
9,05-10-2018,66.61,3.617,226.9662325,4.954,0
9,12-10-2018,60.09,3.601,227.1693919,4.954,0
9,19-10-2018,68.01,3.594,227.214288,4.954,0
9,26-10-2018,69.52,3.506,227.2328068,4.954,0
10,05-02-2016,54.34,2.962,126.4420645,9.765,0
10,12-02-2016,49.96,2.828,126.4962581,9.765,1
10,19-02-2016,58.22,2.915,126.5262857,9.765,0
10,26-02-2016,52.77,2.825,126.5522857,9.765,0
10,05-03-2016,55.92,2.877,126.5782857,9.765,0
10,12-03-2016,52.33,3.034,126.6042857,9.765,0
10,19-03-2016,61.46,3.054,126.6066452,9.765,0
10,26-03-2016,60.05,2.98,126.6050645,9.765,0
10,02-04-2016,63.66,3.086,126.6034839,9.524,0
10,09-04-2016,65.29,3.004,126.6019032,9.524,0
10,16-04-2016,69.74,3.109,126.5621,9.524,0
10,23-04-2016,66.42,3.05,126.4713333,9.524,0
10,30-04-2016,69.76,3.105,126.3805667,9.524,0
10,07-05-2016,71.06,3.127,126.2898,9.524,0
10,14-05-2016,73.88,3.145,126.2085484,9.524,0
10,21-05-2016,78.32,3.12,126.1843871,9.524,0
10,28-05-2016,76.67,3.058,126.1602258,9.524,0
10,04-06-2016,82.82,2.941,126.1360645,9.524,0
10,11-06-2016,89.67,3.057,126.1119032,9.524,0
10,18-06-2016,83.49,2.935,126.114,9.524,0
10,25-06-2016,90.32,3.084,126.1266,9.524,0
10,02-07-2016,92.89,2.978,126.1392,9.199,0
10,09-07-2016,91.03,3.1,126.1518,9.199,0
10,16-07-2016,91.8,2.971,126.1498065,9.199,0
10,23-07-2016,88.44,3.112,126.1283548,9.199,0
10,30-07-2016,85.03,3.017,126.1069032,9.199,0
10,06-08-2016,86.13,3.123,126.0854516,9.199,0
10,13-08-2016,88.37,3.049,126.064,9.199,0
10,20-08-2016,89.88,3.041,126.0766452,9.199,0
10,27-08-2016,84.99,3.022,126.0892903,9.199,0
10,03-09-2016,83.8,3.087,126.1019355,9.199,0
10,10-09-2016,84.04,2.961,126.1145806,9.199,1
10,17-09-2016,85.52,3.028,126.1454667,9.199,0
10,24-09-2016,85.75,2.939,126.1900333,9.199,0
10,01-10-2016,86.01,3.001,126.2346,9.003,0
10,08-10-2016,77.04,2.924,126.2791667,9.003,0
10,15-10-2016,75.48,3.08,126.3266774,9.003,0
10,22-10-2016,68.12,3.014,126.3815484,9.003,0
10,29-10-2016,68.76,3.13,126.4364194,9.003,0
10,05-11-2016,71.04,3.009,126.4912903,9.003,0
10,12-11-2016,61.24,3.13,126.5461613,9.003,0
10,19-11-2016,58.83,3.047,126.6072,9.003,0
10,26-11-2016,55.33,3.162,126.6692667,9.003,1
10,03-12-2016,51.17,3.041,126.7313333,9.003,0
10,10-12-2016,60.51,3.091,126.7934,9.003,0
10,17-12-2016,59.15,3.125,126.8794839,9.003,0
10,24-12-2016,57.06,3.236,126.9835806,9.003,0
10,31-12-2016,49.67,3.148,127.0876774,9.003,1
10,07-01-2017,43.43,3.287,127.1917742,8.744,0
10,14-01-2017,49.98,3.312,127.3009355,8.744,0
10,21-01-2017,56.75,3.336,127.4404839,8.744,0
10,28-01-2017,53.03,3.231,127.5800323,8.744,0
10,04-02-2017,44.88,3.348,127.7195806,8.744,0
10,11-02-2017,51.51,3.381,127.859129,8.744,1
10,18-02-2017,61.77,3.43,127.99525,8.744,0
10,25-02-2017,53.59,3.398,128.13,8.744,0
10,04-03-2017,56.96,3.674,128.26475,8.744,0
10,11-03-2017,64.22,3.63,128.3995,8.744,0
10,18-03-2017,70.12,3.892,128.5121935,8.744,0
10,25-03-2017,62.53,3.716,128.6160645,8.744,0
10,01-04-2017,67.64,3.772,128.7199355,8.494,0
10,08-04-2017,73.03,3.818,128.8238065,8.494,0
10,15-04-2017,61.05,4.089,128.9107333,8.494,0
10,22-04-2017,75.93,3.917,128.9553,8.494,0
10,29-04-2017,73.38,4.151,128.9998667,8.494,0
10,06-05-2017,73.56,4.193,129.0444333,8.494,0
10,13-05-2017,74.04,4.202,129.089,8.494,0
10,20-05-2017,72.62,3.99,129.0756774,8.494,0
10,27-05-2017,78.62,3.933,129.0623548,8.494,0
10,03-06-2017,81.87,3.893,129.0490323,8.494,0
10,10-06-2017,84.57,3.981,129.0357097,8.494,0
10,17-06-2017,87.96,3.935,129.0432,8.494,0
10,24-06-2017,90.69,3.807,129.0663,8.494,0
10,01-07-2017,95.36,3.842,129.0894,8.257,0
10,08-07-2017,88.57,3.793,129.1125,8.257,0
10,15-07-2017,86.01,3.779,129.1338387,8.257,0
10,22-07-2017,88.59,3.697,129.1507742,8.257,0
10,29-07-2017,86.75,3.694,129.1677097,8.257,0
10,05-08-2017,89.8,3.803,129.1846452,8.257,0
10,12-08-2017,85.61,3.794,129.2015806,8.257,0
10,19-08-2017,87.4,3.743,129.2405806,8.257,0
10,26-08-2017,91.59,3.663,129.2832581,8.257,0
10,02-09-2017,91.61,3.798,129.3259355,8.257,0
10,09-09-2017,89.06,3.771,129.3686129,8.257,1
10,16-09-2017,77.49,3.784,129.4306,8.257,0
10,23-09-2017,82.51,3.789,129.5183333,8.257,0
10,30-09-2017,82.27,3.877,129.6060667,8.257,0
10,07-10-2017,75.01,3.827,129.6938,7.874,0
10,14-10-2017,70.27,3.698,129.7706452,7.874,0
10,21-10-2017,77.91,3.842,129.7821613,7.874,0
10,28-10-2017,72.79,3.843,129.7936774,7.874,0
10,04-11-2017,68.57,3.828,129.8051935,7.874,0
10,11-11-2017,55.28,3.677,129.8167097,7.874,0
10,18-11-2017,58.97,3.669,129.8268333,7.874,0
10,25-11-2017,60.68,3.76,129.8364,7.874,1
10,02-12-2017,57.29,3.701,129.8459667,7.874,0
10,09-12-2017,42.58,3.644,129.8555333,7.874,0
10,16-12-2017,50.53,3.489,129.8980645,7.874,0
10,23-12-2017,48.36,3.541,129.9845484,7.874,0
10,30-12-2017,48.92,3.428,130.0710323,7.874,1
10,06-01-2018,59.85,3.443,130.1575161,7.545,0
10,13-01-2018,51,3.477,130.244,7.545,0
10,20-01-2018,54.51,3.66,130.2792258,7.545,0
10,27-01-2018,53.59,3.675,130.3144516,7.545,0
10,03-02-2018,56.85,3.543,130.3496774,7.545,0
10,10-02-2018,55.73,3.722,130.3849032,7.545,1
10,17-02-2018,54.12,3.781,130.4546207,7.545,0
10,24-02-2018,56.02,3.95,130.5502069,7.545,0
10,02-03-2018,57.62,3.882,130.6457931,7.545,0
10,09-03-2018,57.65,3.963,130.7413793,7.545,0
10,16-03-2018,62.11,4.273,130.8261935,7.545,0
10,23-03-2018,56.54,4.288,130.8966452,7.545,0
10,30-03-2018,67.92,4.294,130.9670968,7.545,0
10,06-04-2018,65.99,4.282,131.0375484,7.382,0
10,13-04-2018,70.28,4.254,131.108,7.382,0
10,20-04-2018,67.75,4.111,131.1173333,7.382,0
10,27-04-2018,80.11,4.088,131.1266667,7.382,0
10,04-05-2018,77.02,4.058,131.136,7.382,0
10,11-05-2018,76.03,4.186,131.1453333,7.382,0
10,18-05-2018,85.19,4.308,131.0983226,7.382,0
10,25-05-2018,86.03,4.127,131.0287742,7.382,0
10,01-06-2018,80.06,4.277,130.9592258,7.382,0
10,08-06-2018,86.87,4.103,130.8896774,7.382,0
10,15-06-2018,88.58,4.144,130.8295333,7.382,0
10,22-06-2018,89.92,4.014,130.7929,7.382,0
10,29-06-2018,91.36,3.875,130.7562667,7.382,0
10,06-07-2018,86.87,3.666,130.7196333,7.17,0
10,13-07-2018,89.8,3.723,130.683,7.17,0
10,20-07-2018,84.45,3.589,130.7012903,7.17,0
10,27-07-2018,83.98,3.769,130.7195806,7.17,0
10,03-08-2018,84.76,3.595,130.737871,7.17,0
10,10-08-2018,90.78,3.811,130.7561613,7.17,0
10,17-08-2018,88.83,4.002,130.7909677,7.17,0
10,24-08-2018,82.5,4.055,130.8381613,7.17,0
10,31-08-2018,86.97,3.886,130.8853548,7.17,0
10,07-09-2018,83.07,4.124,130.9325484,7.17,1
10,14-09-2018,78.47,3.966,130.9776667,7.17,0
10,21-09-2018,81.93,4.125,131.0103333,7.17,0
10,28-09-2018,82.52,3.966,131.043,7.17,0
10,05-10-2018,80.88,4.132,131.0756667,6.943,0
10,12-10-2018,76.03,4.468,131.1083333,6.943,0
10,19-10-2018,72.71,4.449,131.1499677,6.943,0
10,26-10-2018,70.5,4.301,131.1930968,6.943,0
11,05-02-2016,46.04,2.572,214.4248812,7.368,0
11,12-02-2016,48.01,2.548,214.5747916,7.368,1
11,19-02-2016,48.3,2.514,214.6198868,7.368,0
11,26-02-2016,52.79,2.561,214.6475127,7.368,0
11,05-03-2016,53.96,2.625,214.6751386,7.368,0
11,12-03-2016,64.1,2.667,214.7027646,7.368,0
11,19-03-2016,61.51,2.72,214.5301219,7.368,0
11,26-03-2016,58.09,2.732,214.3241011,7.368,0
11,02-04-2016,66.16,2.719,214.1180803,7.343,0
11,09-04-2016,69.57,2.77,213.9120595,7.343,0
11,16-04-2016,67.81,2.808,213.7726889,7.343,0
11,23-04-2016,68.37,2.795,213.7221852,7.343,0
11,30-04-2016,71.13,2.78,213.6716815,7.343,0
11,07-05-2016,75.57,2.835,213.6211778,7.343,0
11,14-05-2016,77.64,2.854,213.6196139,7.343,0
11,21-05-2016,76.97,2.826,213.9116886,7.343,0
11,28-05-2016,79.69,2.759,214.2037634,7.343,0
11,04-06-2016,79.66,2.705,214.4958382,7.343,0
11,11-06-2016,82.81,2.668,214.787913,7.343,0
11,18-06-2016,84.13,2.637,214.7858259,7.343,0
11,25-06-2016,84.5,2.653,214.6660741,7.343,0
11,02-07-2016,83.09,2.669,214.5463222,7.346,0
11,09-07-2016,83.01,2.642,214.4265704,7.346,0
11,16-07-2016,84.9,2.623,214.4176476,7.346,0
11,23-07-2016,84.57,2.608,214.5564968,7.346,0
11,30-07-2016,83.26,2.64,214.695346,7.346,0
11,06-08-2016,86.54,2.627,214.8341952,7.346,0
11,13-08-2016,87.73,2.692,214.9730444,7.346,0
11,20-08-2016,88.93,2.664,214.9314191,7.346,0
11,27-08-2016,87.7,2.619,214.8897938,7.346,0
11,03-09-2016,84.94,2.577,214.8481685,7.346,0
11,10-09-2016,81.93,2.565,214.8065431,7.346,1
11,17-09-2016,83.04,2.582,214.8322484,7.346,0
11,24-09-2016,77.36,2.624,214.9084516,7.346,0
11,01-10-2016,75.11,2.603,214.9846548,7.564,0
11,08-10-2016,68.71,2.633,215.060858,7.564,0
11,15-10-2016,71.46,2.72,215.1293114,7.564,0
11,22-10-2016,72.6,2.725,215.17839,7.564,0
11,29-10-2016,74.21,2.716,215.2274686,7.564,0
11,05-11-2016,64.41,2.689,215.2765472,7.564,0
11,12-11-2016,63.74,2.728,215.3256258,7.564,0
11,19-11-2016,58.63,2.771,215.2074519,7.564,0
11,26-11-2016,69.9,2.735,215.0614025,7.564,1
11,03-12-2016,55.9,2.708,214.9153531,7.564,0
11,10-12-2016,53.33,2.843,214.7693037,7.564,0
11,17-12-2016,54.63,2.869,214.704919,7.564,0
11,24-12-2016,59.33,2.886,214.7017828,7.564,0
11,31-12-2016,55.03,2.943,214.6986466,7.564,1
11,07-01-2017,54.43,2.976,214.6955104,7.551,0
11,14-01-2017,45.34,2.983,214.7470729,7.551,0
11,21-01-2017,51.51,3.016,215.1268275,7.551,0
11,28-01-2017,51.04,3.01,215.5065821,7.551,0
11,04-02-2017,47.17,2.989,215.8863367,7.551,0
11,11-02-2017,44.61,3.022,216.2660913,7.551,1
11,18-02-2017,61.5,3.045,216.5843571,7.551,0
11,25-02-2017,68.74,3.065,216.8780275,7.551,0
11,04-03-2017,66.5,3.288,217.1716979,7.551,0
11,11-03-2017,63.29,3.459,217.4653683,7.551,0
11,18-03-2017,70.17,3.488,217.7235226,7.551,0
11,25-03-2017,73.74,3.473,217.9674705,7.551,0
11,01-04-2017,69.1,3.524,218.2114184,7.574,0
11,08-04-2017,73.57,3.622,218.4553663,7.574,0
11,15-04-2017,76.64,3.743,218.6788642,7.574,0
11,22-04-2017,78.31,3.807,218.851237,7.574,0
11,29-04-2017,79.97,3.81,219.0236099,7.574,0
11,06-05-2017,71.39,3.906,219.1959827,7.574,0
11,13-05-2017,80.93,3.899,219.3683556,7.574,0
11,20-05-2017,76.97,3.907,219.127216,7.574,0
11,27-05-2017,85.61,3.786,218.8860765,7.574,0
11,03-06-2017,86.14,3.699,218.6449369,7.574,0
11,10-06-2017,85.79,3.648,218.4037974,7.574,0
11,17-06-2017,87.9,3.637,218.3551748,7.574,0
11,24-06-2017,86.13,3.594,218.45094,7.574,0
11,01-07-2017,86.43,3.524,218.5467052,7.567,0
11,08-07-2017,87.17,3.48,218.6424704,7.567,0
11,15-07-2017,88.3,3.575,218.7275216,7.567,0
11,22-07-2017,87.8,3.651,218.7857881,7.567,0
11,29-07-2017,89.46,3.682,218.8440545,7.567,0
11,05-08-2017,90.04,3.684,218.9023209,7.567,0
11,12-08-2017,90.3,3.638,218.9605873,7.567,0
11,19-08-2017,89.51,3.554,219.023271,7.567,0
11,26-08-2017,89.09,3.523,219.0866908,7.567,0
11,02-09-2017,91.44,3.533,219.1501106,7.567,0
11,09-09-2017,84.91,3.546,219.2135305,7.567,1
11,16-09-2017,85.11,3.526,219.3972867,7.567,0
11,23-09-2017,82.14,3.467,219.7414914,7.567,0
11,30-09-2017,84.4,3.355,220.085696,7.567,0
11,07-10-2017,76.97,3.285,220.4299007,7.197,0
11,14-10-2017,75.56,3.274,220.7486167,7.197,0
11,21-10-2017,70.91,3.353,220.9144005,7.197,0
11,28-10-2017,72.66,3.372,221.0801842,7.197,0
11,04-11-2017,61.13,3.332,221.245968,7.197,0
11,11-11-2017,64.2,3.297,221.4117517,7.197,0
11,18-11-2017,66.17,3.308,221.6432852,7.197,0
11,25-11-2017,70.03,3.236,221.9011185,7.197,1
11,02-12-2017,56.89,3.172,222.1589519,7.197,0
11,09-12-2017,50.63,3.158,222.4167852,7.197,0
11,16-12-2017,59.69,3.159,222.6426418,7.197,0
11,23-12-2017,54.29,3.112,222.8258628,7.197,0
11,30-12-2017,48.86,3.129,223.0090839,7.197,1
11,06-01-2018,54.44,3.157,223.1923049,6.833,0
11,13-01-2018,53.1,3.261,223.3755259,6.833,0
11,20-01-2018,56.43,3.268,223.4700552,6.833,0
11,27-01-2018,58.36,3.29,223.5645845,6.833,0
11,03-02-2018,60.24,3.36,223.6591137,6.833,0
11,10-02-2018,52.23,3.409,223.753643,6.833,1
11,17-02-2018,52.77,3.51,223.9170153,6.833,0
11,24-02-2018,61.11,3.555,224.1320199,6.833,0
